,Province,U_R,COICOP,Products,Weights,Date,Index,Source
650,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-02-01,93.39921469417655,Urban
651,0,1,01.1.2,Meat,197.40035443603645,2012-02-01,96.6991717386077,Urban
652,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-02-01,85.62461646211477,Urban
653,0,1,01.1.7,Vegetables,885.603708112186,2012-02-01,93.81145337431248,Urban
654,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-02-01,94.26236800188035,Urban
655,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-02-01,88.3374909871745,Urban
656,0,1,03,Clothing and footwear,530.7676668306442,2012-02-01,93.14896169983383,Urban
657,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-02-01,95.97673662563982,Urban
658,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-02-01,95.90905869131593,Urban
659,0,1,06,Health,132.54444317531355,2012-02-01,89.83100774058346,Urban
660,0,1,07,Transport,1245.1702845755299,2012-02-01,96.5441529449941,Urban
661,0,1,08,Communication,314.3098917023506,2012-02-01,101.32788708008042,Urban
662,0,1,09,Recreation and culture,307.16719129739846,2012-02-01,99.79878754512859,Urban
663,0,1,10,Education,274.8664135596747,2012-02-01,69.09031935298269,Urban
664,0,1,11,Restaurants and hotels,882.054431118825,2012-02-01,90.01240719159166,Urban
665,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-02-01,94.29167442937761,Urban
666,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-03-01,94.28470104815092,Urban
667,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-03-01,94.9956491491124,Urban
668,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-03-01,94.87580523948237,Urban
669,0,1,01.1.2,Meat,197.40035443603645,2012-03-01,97.34076376415464,Urban
670,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-03-01,84.67335904822218,Urban
671,0,1,01.1.7,Vegetables,885.603708112186,2012-03-01,103.71091164525227,Urban
672,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-03-01,93.12383134412634,Urban
673,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-03-01,85.05856128257402,Urban
674,0,1,03,Clothing and footwear,530.7676668306442,2012-03-01,94.33891319735667,Urban
675,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-03-01,98.42234238785409,Urban
676,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-03-01,95.65107451249969,Urban
677,0,1,06,Health,132.54444317531355,2012-03-01,90.52027805962183,Urban
678,0,1,07,Transport,1245.1702845755299,2012-03-01,96.83488562971453,Urban
679,0,1,08,Communication,314.3098917023506,2012-03-01,103.34635751798184,Urban
680,0,1,09,Recreation and culture,307.16719129739846,2012-03-01,99.91276650516743,Urban
681,0,1,10,Education,274.8664135596747,2012-03-01,69.09031935298269,Urban
682,0,1,11,Restaurants and hotels,882.054431118825,2012-03-01,89.98666529951053,Urban
683,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-03-01,94.69105980443395,Urban
684,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-04-01,94.51483810282203,Urban
685,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-04-01,95.38568549845105,Urban
686,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-04-01,96.79903850732806,Urban
687,0,1,01.1.2,Meat,197.40035443603645,2012-04-01,98.32885638885124,Urban
688,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-04-01,85.92002874541566,Urban
689,0,1,01.1.7,Vegetables,885.603708112186,2012-04-01,102.50638717037545,Urban
690,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-04-01,92.97807170122611,Urban
691,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-04-01,87.81556720870655,Urban
692,0,1,03,Clothing and footwear,530.7676668306442,2012-04-01,93.52250606558921,Urban
693,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-04-01,98.61556893390083,Urban
694,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-04-01,95.64565341490996,Urban
695,0,1,06,Health,132.54444317531355,2012-04-01,90.38753045262864,Urban
696,0,1,07,Transport,1245.1702845755299,2012-04-01,97.31290437309457,Urban
697,0,1,08,Communication,314.3098917023506,2012-04-01,103.1651264590296,Urban
698,0,1,09,Recreation and culture,307.16719129739846,2012-04-01,99.65719078565841,Urban
699,0,1,10,Education,274.8664135596747,2012-04-01,69.09031935298269,Urban
700,0,1,11,Restaurants and hotels,882.054431118825,2012-04-01,89.61932237987114,Urban
701,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-04-01,94.03460941871678,Urban
702,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-05-01,95.84278170257834,Urban
703,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-05-01,96.44973682805721,Urban
704,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-05-01,99.06629286641294,Urban
705,0,1,01.1.2,Meat,197.40035443603645,2012-05-01,99.01460519211108,Urban
706,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-05-01,87.5545425519201,Urban
707,0,1,01.1.7,Vegetables,885.603708112186,2012-05-01,102.77784748774572,Urban
708,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-05-01,92.56713244054366,Urban
709,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-05-01,91.02676588357505,Urban
710,0,1,03,Clothing and footwear,530.7676668306442,2012-05-01,94.21477743210681,Urban
711,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-05-01,102.1608153561265,Urban
712,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-05-01,96.41176612788549,Urban
713,0,1,06,Health,132.54444317531355,2012-05-01,89.98441428532935,Urban
714,0,1,07,Transport,1245.1702845755299,2012-05-01,97.90970077232298,Urban
715,0,1,08,Communication,314.3098917023506,2012-05-01,102.90384161686036,Urban
716,0,1,09,Recreation and culture,307.16719129739846,2012-05-01,99.61859614429075,Urban
717,0,1,10,Education,274.8664135596747,2012-05-01,69.09031935298269,Urban
718,0,1,11,Restaurants and hotels,882.054431118825,2012-05-01,89.75902923476596,Urban
719,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-05-01,94.39574085634254,Urban
720,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-06-01,95.16406957705873,Urban
721,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-06-01,95.48842188583505,Urban
722,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-06-01,99.93588510260616,Urban
723,0,1,01.1.2,Meat,197.40035443603645,2012-06-01,99.10777559184343,Urban
724,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-06-01,88.28030391550274,Urban
725,0,1,01.1.7,Vegetables,885.603708112186,2012-06-01,98.52608649196665,Urban
726,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-06-01,92.51843672556323,Urban
727,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-06-01,95.19609885887927,Urban
728,0,1,03,Clothing and footwear,530.7676668306442,2012-06-01,94.87979670583583,Urban
729,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-06-01,99.54393086404306,Urban
730,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-06-01,96.37720182664101,Urban
731,0,1,06,Health,132.54444317531355,2012-06-01,90.64178769819968,Urban
732,0,1,07,Transport,1245.1702845755299,2012-06-01,98.28854941195773,Urban
733,0,1,08,Communication,314.3098917023506,2012-06-01,102.88643734359258,Urban
734,0,1,09,Recreation and culture,307.16719129739846,2012-06-01,99.78055120096043,Urban
735,0,1,10,Education,274.8664135596747,2012-06-01,69.09031935298269,Urban
736,0,1,11,Restaurants and hotels,882.054431118825,2012-06-01,90.03479962504652,Urban
737,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-06-01,94.4401310611795,Urban
738,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-07-01,95.22940534217409,Urban
739,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-07-01,95.75678141652435,Urban
740,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-07-01,98.82945664188732,Urban
741,0,1,01.1.2,Meat,197.40035443603645,2012-07-01,98.88344516058866,Urban
742,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-07-01,86.56934592508227,Urban
743,0,1,01.1.7,Vegetables,885.603708112186,2012-07-01,99.98408349705475,Urban
744,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-07-01,93.62501448087889,Urban
745,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-07-01,91.73865003087035,Urban
746,0,1,03,Clothing and footwear,530.7676668306442,2012-07-01,94.74660562282642,Urban
747,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-07-01,99.73987977085828,Urban
748,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-07-01,96.94928981072941,Urban
749,0,1,06,Health,132.54444317531355,2012-07-01,90.80980836704317,Urban
750,0,1,07,Transport,1245.1702845755299,2012-07-01,98.28680849851725,Urban
751,0,1,08,Communication,314.3098917023506,2012-07-01,102.67607864671295,Urban
752,0,1,09,Recreation and culture,307.16719129739846,2012-07-01,99.1328848212417,Urban
753,0,1,10,Education,274.8664135596747,2012-07-01,69.09031935298269,Urban
754,0,1,11,Restaurants and hotels,882.054431118825,2012-07-01,89.85092366182784,Urban
755,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-07-01,95.02557205892637,Urban
756,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-08-01,95.86084772109177,Urban
757,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-08-01,97.61694310704911,Urban
758,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-08-01,98.91837525054405,Urban
759,0,1,01.1.2,Meat,197.40035443603645,2012-08-01,99.16510595132793,Urban
760,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-08-01,83.73775772403759,Urban
761,0,1,01.1.7,Vegetables,885.603708112186,2012-08-01,105.21675084941944,Urban
762,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-08-01,95.54821658815673,Urban
763,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-08-01,91.75672419462369,Urban
764,0,1,03,Clothing and footwear,530.7676668306442,2012-08-01,94.93704145766036,Urban
765,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-08-01,99.53810431895407,Urban
766,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-08-01,98.78222462255809,Urban
767,0,1,06,Health,132.54444317531355,2012-08-01,90.8748315924179,Urban
768,0,1,07,Transport,1245.1702845755299,2012-08-01,97.52565855759646,Urban
769,0,1,08,Communication,314.3098917023506,2012-08-01,102.47988970363338,Urban
770,0,1,09,Recreation and culture,307.16719129739846,2012-08-01,99.77379282331647,Urban
771,0,1,10,Education,274.8664135596747,2012-08-01,69.09031935298269,Urban
772,0,1,11,Restaurants and hotels,882.054431118825,2012-08-01,89.51860801999024,Urban
773,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-08-01,94.8237504460809,Urban
774,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-09-01,96.07349980820892,Urban
775,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-09-01,98.09784927657253,Urban
776,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-09-01,98.75196538512549,Urban
777,0,1,01.1.2,Meat,197.40035443603645,2012-09-01,98.9633387538838,Urban
778,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-09-01,83.5681084465426,Urban
779,0,1,01.1.7,Vegetables,885.603708112186,2012-09-01,105.67062857137383,Urban
780,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-09-01,95.84632619597258,Urban
781,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-09-01,91.69647114159898,Urban
782,0,1,03,Clothing and footwear,530.7676668306442,2012-09-01,95.00776508058429,Urban
783,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-09-01,99.39717323863326,Urban
784,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-09-01,99.19108317309916,Urban
785,0,1,06,Health,132.54444317531355,2012-09-01,90.99178765844519,Urban
786,0,1,07,Transport,1245.1702845755299,2012-09-01,97.44174876581121,Urban
787,0,1,08,Communication,314.3098917023506,2012-09-01,102.16226708809926,Urban
788,0,1,09,Recreation and culture,307.16719129739846,2012-09-01,100.11307442430001,Urban
789,0,1,10,Education,274.8664135596747,2012-09-01,69.09031935298269,Urban
790,0,1,11,Restaurants and hotels,882.054431118825,2012-09-01,90.20846691406874,Urban
791,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-09-01,95.20308752925399,Urban
792,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-10-01,96.38608504600397,Urban
793,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-10-01,98.14680832540313,Urban
794,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-10-01,99.45512353167962,Urban
795,0,1,01.1.2,Meat,197.40035443603645,2012-10-01,99.30880127028915,Urban
796,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-10-01,84.52370080608215,Urban
797,0,1,01.1.7,Vegetables,885.603708112186,2012-10-01,104.32873765566137,Urban
798,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-10-01,95.22809574193276,Urban
799,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-10-01,91.86513610676127,Urban
800,0,1,03,Clothing and footwear,530.7676668306442,2012-10-01,95.63913459537841,Urban
801,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-10-01,100.19930057161258,Urban
802,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-10-01,98.96086439715812,Urban
803,0,1,06,Health,132.54444317531355,2012-10-01,90.94533530959718,Urban
804,0,1,07,Transport,1245.1702845755299,2012-10-01,98.45273545479608,Urban
805,0,1,08,Communication,314.3098917023506,2012-10-01,101.47716508534464,Urban
806,0,1,09,Recreation and culture,307.16719129739846,2012-10-01,100.06641660071011,Urban
807,0,1,10,Education,274.8664135596747,2012-10-01,69.09031935298269,Urban
808,0,1,11,Restaurants and hotels,882.054431118825,2012-10-01,90.17718155914625,Urban
809,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-10-01,95.43323688387943,Urban
810,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-11-01,95.9761196660146,Urban
811,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-11-01,97.08828274142272,Urban
812,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-11-01,100.53630681821042,Urban
813,0,1,01.1.2,Meat,197.40035443603645,2012-11-01,99.60534634175096,Urban
814,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-11-01,82.59691332156513,Urban
815,0,1,01.1.7,Vegetables,885.603708112186,2012-11-01,100.12588496345131,Urban
816,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-11-01,95.31465130812421,Urban
817,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-11-01,91.88384103539447,Urban
818,0,1,03,Clothing and footwear,530.7676668306442,2012-11-01,95.50819239561262,Urban
819,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-11-01,99.99451555152851,Urban
820,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-11-01,99.05796351506466,Urban
821,0,1,06,Health,132.54444317531355,2012-11-01,90.70002370497765,Urban
822,0,1,07,Transport,1245.1702845755299,2012-11-01,98.86643484101361,Urban
823,0,1,08,Communication,314.3098917023506,2012-11-01,101.45132344809355,Urban
824,0,1,09,Recreation and culture,307.16719129739846,2012-11-01,100.5019759889275,Urban
825,0,1,10,Education,274.8664135596747,2012-11-01,69.09031935298269,Urban
826,0,1,11,Restaurants and hotels,882.054431118825,2012-11-01,89.58878287697492,Urban
827,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-11-01,95.5498589810508,Urban
828,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2012-12-01,95.16874335757431,Urban
829,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2012-12-01,94.93130079129817,Urban
830,0,1,01.1.1,Bread and cereals,539.3638606485538,2012-12-01,101.4638946559003,Urban
831,0,1,01.1.2,Meat,197.40035443603645,2012-12-01,100.18844274058573,Urban
832,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2012-12-01,81.83219214690988,Urban
833,0,1,01.1.7,Vegetables,885.603708112186,2012-12-01,92.74916555928846,Urban
834,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2012-12-01,94.67457999830151,Urban
835,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2012-12-01,91.94056769247307,Urban
836,0,1,03,Clothing and footwear,530.7676668306442,2012-12-01,95.92755677201502,Urban
837,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2012-12-01,99.52466862240337,Urban
838,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2012-12-01,99.74183902678223,Urban
839,0,1,06,Health,132.54444317531355,2012-12-01,90.3943467698583,Urban
840,0,1,07,Transport,1245.1702845755299,2012-12-01,99.2640188214404,Urban
841,0,1,08,Communication,314.3098917023506,2012-12-01,101.24109912301974,Urban
842,0,1,09,Recreation and culture,307.16719129739846,2012-12-01,100.55877553563111,Urban
843,0,1,10,Education,274.8664135596747,2012-12-01,69.09031935298269,Urban
844,0,1,11,Restaurants and hotels,882.054431118825,2012-12-01,89.56988184962137,Urban
845,0,1,12,Miscellaneous goods and services,638.9197634176433,2012-12-01,95.91806444411753,Urban
846,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-01-01,96.47421866666787,Urban
847,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-01-01,95.14989786854942,Urban
848,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-01-01,101.41924399883237,Urban
849,0,1,01.1.2,Meat,197.40035443603645,2013-01-01,99.93385565386899,Urban
850,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-01-01,81.71656702860804,Urban
851,0,1,01.1.7,Vegetables,885.603708112186,2013-01-01,93.86405028410091,Urban
852,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-01-01,95.93249408954784,Urban
853,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-01-01,91.72468339230628,Urban
854,0,1,03,Clothing and footwear,530.7676668306442,2013-01-01,96.65617396122725,Urban
855,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-01-01,99.53691706543023,Urban
856,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-01-01,99.27100586528931,Urban
857,0,1,06,Health,132.54444317531355,2013-01-01,90.45633640043408,Urban
858,0,1,07,Transport,1245.1702845755299,2013-01-01,98.31338835340958,Urban
859,0,1,08,Communication,314.3098917023506,2013-01-01,101.65773377644717,Urban
860,0,1,09,Recreation and culture,307.16719129739846,2013-01-01,101.8194748192611,Urban
861,0,1,10,Education,274.8664135596747,2013-01-01,93.39946598093228,Urban
862,0,1,11,Restaurants and hotels,882.054431118825,2013-01-01,90.13501576211219,Urban
863,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-01-01,96.98496792192246,Urban
864,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-02-01,96.66639786208812,Urban
865,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-02-01,95.25577408136144,Urban
866,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-02-01,100.44115697551337,Urban
867,0,1,01.1.2,Meat,197.40035443603645,2013-02-01,99.48578587346046,Urban
868,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-02-01,85.28086269278984,Urban
869,0,1,01.1.7,Vegetables,885.603708112186,2013-02-01,95.57361008498431,Urban
870,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-02-01,96.90833234108314,Urban
871,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-02-01,92.02039104205974,Urban
872,0,1,03,Clothing and footwear,530.7676668306442,2013-02-01,95.86516960203095,Urban
873,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-02-01,99.87665474355354,Urban
874,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-02-01,99.93381664311086,Urban
875,0,1,06,Health,132.54444317531355,2013-02-01,90.06084497715261,Urban
876,0,1,07,Transport,1245.1702845755299,2013-02-01,98.53061097423678,Urban
877,0,1,08,Communication,314.3098917023506,2013-02-01,101.77317018671347,Urban
878,0,1,09,Recreation and culture,307.16719129739846,2013-02-01,101.63745471869134,Urban
879,0,1,10,Education,274.8664135596747,2013-02-01,93.39946598093228,Urban
880,0,1,11,Restaurants and hotels,882.054431118825,2013-02-01,90.76540356087516,Urban
881,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-02-01,97.69388575670826,Urban
882,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-03-01,97.34685394461034,Urban
883,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-03-01,96.82420981414856,Urban
884,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-03-01,99.81617523323806,Urban
885,0,1,01.1.2,Meat,197.40035443603645,2013-03-01,99.93951633769974,Urban
886,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-03-01,94.31130470018499,Urban
887,0,1,01.1.7,Vegetables,885.603708112186,2013-03-01,100.0399030288502,Urban
888,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-03-01,96.9696121394496,Urban
889,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-03-01,93.59825341771393,Urban
890,0,1,03,Clothing and footwear,530.7676668306442,2013-03-01,95.5117207855708,Urban
891,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-03-01,99.79265978328911,Urban
892,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-03-01,100.21813598197906,Urban
893,0,1,06,Health,132.54444317531355,2013-03-01,90.08434076025014,Urban
894,0,1,07,Transport,1245.1702845755299,2013-03-01,99.0095479560354,Urban
895,0,1,08,Communication,314.3098917023506,2013-03-01,101.51566592040722,Urban
896,0,1,09,Recreation and culture,307.16719129739846,2013-03-01,101.34367626891539,Urban
897,0,1,10,Education,274.8664135596747,2013-03-01,93.39946598093228,Urban
898,0,1,11,Restaurants and hotels,882.054431118825,2013-03-01,90.92906354938319,Urban
899,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-03-01,98.0178223171478,Urban
900,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-04-01,98.64900262224836,Urban
901,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-04-01,99.26925889805149,Urban
902,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-04-01,100.00274019088869,Urban
903,0,1,01.1.2,Meat,197.40035443603645,2013-04-01,99.29662081643784,Urban
904,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-04-01,97.29289617556398,Urban
905,0,1,01.1.7,Vegetables,885.603708112186,2013-04-01,105.07947583647717,Urban
906,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-04-01,96.91628133314529,Urban
907,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-04-01,94.77120819606148,Urban
908,0,1,03,Clothing and footwear,530.7676668306442,2013-04-01,96.41012687466342,Urban
909,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-04-01,100.96891505431876,Urban
910,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-04-01,100.17754817023277,Urban
911,0,1,06,Health,132.54444317531355,2013-04-01,90.74187570933663,Urban
912,0,1,07,Transport,1245.1702845755299,2013-04-01,99.55489109644306,Urban
913,0,1,08,Communication,314.3098917023506,2013-04-01,101.73002957528996,Urban
914,0,1,09,Recreation and culture,307.16719129739846,2013-04-01,102.17611562420856,Urban
915,0,1,10,Education,274.8664135596747,2013-04-01,93.39946598093228,Urban
916,0,1,11,Restaurants and hotels,882.054431118825,2013-04-01,90.81386667960113,Urban
917,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-04-01,97.807711658853,Urban
918,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-05-01,98.6958959595037,Urban
919,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-05-01,98.9725604828309,Urban
920,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-05-01,99.41443139246967,Urban
921,0,1,01.1.2,Meat,197.40035443603645,2013-05-01,99.87384563708866,Urban
922,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-05-01,97.20426541592043,Urban
923,0,1,01.1.7,Vegetables,885.603708112186,2013-05-01,104.16831483644947,Urban
924,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-05-01,97.01958905062014,Urban
925,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-05-01,94.6828964038205,Urban
926,0,1,03,Clothing and footwear,530.7676668306442,2013-05-01,96.30416318164787,Urban
927,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-05-01,101.83640278499175,Urban
928,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-05-01,100.33296548473945,Urban
929,0,1,06,Health,132.54444317531355,2013-05-01,90.7958792203425,Urban
930,0,1,07,Transport,1245.1702845755299,2013-05-01,99.46106887983063,Urban
931,0,1,08,Communication,314.3098917023506,2013-05-01,101.46527838993612,Urban
932,0,1,09,Recreation and culture,307.16719129739846,2013-05-01,101.63416096662326,Urban
933,0,1,10,Education,274.8664135596747,2013-05-01,93.39946598093228,Urban
934,0,1,11,Restaurants and hotels,882.054431118825,2013-05-01,90.80039944678045,Urban
935,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-05-01,98.1952833716476,Urban
936,0,1,00,GENERAL INDEX (CPI),9999.999999999996,2013-06-01,98.6697501368638,Urban
937,0,1,01,Food and non-alcoholic beverages,2737.905830276656,2013-06-01,99.69680403021327,Urban
938,0,1,01.1.1,Bread and cereals,539.3638606485538,2013-06-01,98.54661468428765,Urban
939,0,1,01.1.2,Meat,197.40035443603645,2013-06-01,100.56436735917995,Urban
940,0,1,01.1.4,"Milk, cheese and eggs",132.06730190968523,2013-06-01,96.45239866818679,Urban
941,0,1,01.1.7,Vegetables,885.603708112186,2013-06-01,109.17117838827146,Urban
942,0,1,01.2,Non-alcoholic beverages,132.12406477416687,2013-06-01,97.02278418394485,Urban
943,0,1,02,Alcoholic beverages and tobacco,485.3264091869946,2013-06-01,96.84182795598385,Urban
944,0,1,03,Clothing and footwear,530.7676668306442,2013-06-01,96.30227453327221,Urban
945,0,1,04,"Housing, water, electricity, gas and other fuels",2075.484272456249,2013-06-01,99.74717758051032,Urban
946,0,1,05,"Furnishing, household equipment and routine household maintenance ",375.48340240274274,2013-06-01,100.49269275648442,Urban
947,0,1,06,Health,132.54444317531355,2013-06-01,91.13981551032559,Urban
948,0,1,07,Transport,1245.1702845755299,2013-06-01,99.16826627949494,Urban
949,0,1,08,Communication,314.3098917023506,2013-06-01,100.89086842239787,Urban
950,0,1,09,Recreation and culture,307.16719129739846,2013-06-01,101.0138036558469,Urban
951,0,1,10,Education,274.8664135596747,2013-06-01,93.39946598093228,Urban
952,0,1,11,Restaurants and hotels,882.054431118825,2013-06-01,93.41625340766953,Urban
953,0,1,12,Miscellaneous goods and services,638.9197634176433,2013-06-01,97.51160227617336,Urban
